Domaine,Serveur,Tache,MU,Unité de gestion,sess,Session,Job,Uproc,Statut,Prévu,Début,Fin,Durée,Temps estimé,Fil rouge,Info
U_,devr-qls-pr-01,M_DEVR_QLS_00100,M_PRD_DEVR_QLS_NUIT_001,Traitements QlikSense,M_DEVR_QLS_00100,Traitement Objectif CA,M_DEVR_QLS_00100_D,Debut Objectif CA,COMPLETED,44599.8368055556,44599.8368055556,44599.837037037,0.000231481484661344,0.000208333333333333,0,0
QLS,devr-qls-pr-01,M_DEVR_QLS_00100,M_PRD_DEVR_QLS_NUIT_001,Traitements QlikSense,M_DEVR_QLS_00100,Traitement Objectif CA,M_DEVR_QLS_00100_P,Extract OBJECTIF CA,COMPLETED,44599.8368055556,44599.8368171296,44599.8368865741,6.94444461259991E-05,6.94444444444444E-05,0,0
QLS,devr-qls-pr-01,M_DEVR_QLS_00100,M_PRD_DEVR_QLS_NUIT_001,Traitements QlikSense,M_DEVR_QLS_00100,Traitement Objectif CA,M_DEVR_QLS_00101_P,Envoi portail sharepoint,COMPLETED,44599.8368055556,44599.8368865741,44599.8369097222,2.31481462833472E-05,9.25925925925926E-05,0,0
QLS,devr-qls-pr-01,M_DEVR_QLS_00100,M_PRD_DEVR_QLS_NUIT_001,Traitements QlikSense,M_DEVR_QLS_00100,Traitement Objectif CA,M_DEVR_QLS_00102_P,OUTPUT_ca_flash_fildeleau,ABORTED,44599.8368055556,44599.8369097222,44599.837025463,0.000115740738692693,4.62962962962963E-05,0,0
U_,devr-qls-pr-01,M_DEVR_QLS_00100,M_PRD_DEVR_QLS_NUIT_001,Traitements QlikSense,M_DEVR_QLS_00100,Traitement Objectif CA,M_DEVR_QLS_00100_F,Fin Objectif CA,COMPLETED,44599.8368055556,44599.837037037,44599.837037037,0,0,0,0
U_,devr-dwh-pr-01,M_DEVR_DECI_00209_QUOT,M_PRD_DEVR_DECI_NUIT_019,CA FLASH,M_DEVR_DECI_00209,CA_FLASH_FILDELEAU,M_DEVR_DECI_00209_D,Uproc debut CA_FLASH_FILDELEAU,COMPLETED,44599.8368055556,44599.8368171296,44599.8376273148,0.000810185185400769,0.000613425925925926,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00209_QUOT,M_PRD_DEVR_DECI_NUIT_019,CA FLASH,M_DEVR_DECI_00209,CA_FLASH_FILDELEAU,M_DEVR_DECI_00209_P,CA_FLASH_FILDELEAU_RESEAU,COMPLETED,44599.8368055556,44599.8368287037,44599.8370486111,0.000219907407881692,0.000185185185185185,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00209_QUOT,M_PRD_DEVR_DECI_NUIT_019,CA FLASH,M_DEVR_DECI_00209,CA_FLASH_FILDELEAU,M_DEVR_DECI_00210_P,CA_FLASH_FILDELEAU,COMPLETED,44599.8368055556,44599.8370486111,44599.8374652778,0.000416666669480037,0.000405092592592593,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00209_QUOT,M_PRD_DEVR_DECI_NUIT_019,CA FLASH,M_DEVR_DECI_00209,CA_FLASH_FILDELEAU,M_DEVR_PORT_00120_P,CA flash fil de l'eau - Envoi portail,COMPLETED,44599.8368055556,44599.8374652778,44599.8374884259,2.31481462833472E-05,,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00209_QUOT,M_PRD_DEVR_DECI_NUIT_019,CA FLASH,M_DEVR_DECI_00209,CA_FLASH_FILDELEAU,M_DEVR_DECI_00280_P,CA_FLASH_FILDELEAU_1.8,COMPLETED,44599.8368055556,44599.8374768519,44599.8376157407,0.000138888884976041,,0,0
U_,devr-dwh-pr-01,M_DEVR_DECI_00209_QUOT,M_PRD_DEVR_DECI_NUIT_019,CA FLASH,M_DEVR_DECI_00209,CA_FLASH_FILDELEAU,M_DEVR_DECI_00209_F,Uproc fin CA_FLASH_FILDELEAU,COMPLETED,44599.8368055556,44599.8376157407,44599.8376273148,1.15740767796524E-05,0,0,0
U_,devr-dwh-pr-01,M_DEVR_DECI_00209_QUOT,M_PRD_DEVR_DECI_NUIT_019,CA FLASH,M_DEVR_DECI_00209,CA_FLASH_FILDELEAU,M_DEVR_DECI_00209_D,Uproc debut CA_FLASH_FILDELEAU,COMPLETED,44599.8784722222,44599.8368171296,44599.8368287037,1.15740695036948E-05,0.000613425925925926,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00209_QUOT,M_PRD_DEVR_DECI_NUIT_019,CA FLASH,M_DEVR_DECI_00209,CA_FLASH_FILDELEAU,M_DEVR_DECI_00209_P,CA_FLASH_FILDELEAU_RESEAU,COMPLETED,44599.8784722222,44599.8368287037,44599.8370486111,0.000219907407881692,0.000185185185185185,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00209_QUOT,M_PRD_DEVR_DECI_NUIT_019,CA FLASH,M_DEVR_DECI_00209,CA_FLASH_FILDELEAU,M_DEVR_DECI_00210_P,CA_FLASH_FILDELEAU,COMPLETED,44599.8784722222,44599.8370486111,44599.8374652778,0.000416666669480037,0.000405092592592593,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00209_QUOT,M_PRD_DEVR_DECI_NUIT_019,CA FLASH,M_DEVR_DECI_00209,CA_FLASH_FILDELEAU,M_DEVR_PORT_00120_P,CA flash fil de l'eau - Envoi portail,COMPLETED,44599.8784722222,44599.8374652778,44599.8374884259,2.31481462833472E-05,,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00209_QUOT,M_PRD_DEVR_DECI_NUIT_019,CA FLASH,M_DEVR_DECI_00209,CA_FLASH_FILDELEAU,M_DEVR_DECI_00280_P,CA_FLASH_FILDELEAU_1.8,COMPLETED,44599.8784722222,44599.8374768519,44599.8376157407,0.000138888884976041,,0,0
U_,devr-dwh-pr-01,M_DEVR_DECI_00209_QUOT,M_PRD_DEVR_DECI_NUIT_019,CA FLASH,M_DEVR_DECI_00209,CA_FLASH_FILDELEAU,M_DEVR_DECI_00209_F,Uproc fin CA_FLASH_FILDELEAU,COMPLETED,44599.8784722222,44599.8376157407,44599.8376273148,1.15740767796524E-05,0,0,0
U_,devr-qls-pr-01,M_DEVR_QLS_00103,M_PRD_DEVR_QLS_NUIT_001,Traitements QlikSense,M_DEVR_QLS_00103,ca_flash_fildeleau_Intranet,M_DEVR_QLS_00103_D,Debut ca_flash_fildeleau_Intranet,COMPLETED,44599.8402777778,44599.8402777778,44599.8405787037,0.000300925923511386,0.000636574074074074,0,0
QLS,devr-qls-pr-01,M_DEVR_QLS_00103,M_PRD_DEVR_QLS_NUIT_001,Traitements QlikSense,M_DEVR_QLS_00103,ca_flash_fildeleau_Intranet,M_DEVR_QLS_00103_P,OUTPUT_ca_flash_fildeleau_Intranet,COMPLETED,44599.8402777778,44599.8402893519,44599.8405671296,0.000277777777228039,0.000625,0,0
U_,devr-qls-pr-01,M_DEVR_QLS_00103,M_PRD_DEVR_QLS_NUIT_001,Traitements QlikSense,M_DEVR_QLS_00103,ca_flash_fildeleau_Intranet,M_DEVR_QLS_00103_F,Fin ca_flash_fildeleau_Intranet,COMPLETED,44599.8402777778,44599.8405671296,44599.8405787037,1.15740767796524E-05,1.15740740740741E-05,0,0
U_,devr-dwh-pr-01,M_DEVR_DECI_00100_QUOT,M_PRD_DEVR_DECI_NUIT_001,DECISIONNEL REFERENCIELS,M_DEVR_DECI_00100,REFERENTIELS_SASBI,M_DEVR_DECI_00100_D,Uproc debut referentiels_sasbi,COMPLETED,44599.8541666667,44599.8541782407,44599.8586574074,0.00447916666598758,0.0178819444444444,9999,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00100_QUOT,M_PRD_DEVR_DECI_NUIT_001,DECISIONNEL REFERENCIELS,M_DEVR_DECI_00100,REFERENTIELS_SASBI,M_DEVR_DECI_00100_P,Referentiels temps - DVR_DEC_SAS_DIM_TPS,COMPLETED,44599.8541666667,44599.8541898148,44599.8542939815,0.000104166661913041,9.25925925925926E-05,9999,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00100_QUOT,M_PRD_DEVR_DECI_NUIT_001,DECISIONNEL REFERENCIELS,M_DEVR_DECI_00100,REFERENTIELS_SASBI,M_DEVR_DECI_00103_P,Referentiels Fournisseurs - DVR_DEC_SAS_DIM_FRN,COMPLETED,44599.8541666667,44599.8542939815,44599.8543981481,0.000104166669188999,0.000127314814814815,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00100_QUOT,M_PRD_DEVR_DECI_NUIT_001,DECISIONNEL REFERENCIELS,M_DEVR_DECI_00100,REFERENTIELS_SASBI,M_DEVR_DECI_00102_P,Referentiels Produits - DVR_DEC_SAS_DIM_PRO,COMPLETED,44599.8541666667,44599.8543981481,44599.8584490741,0.00405092592700385,0.00167824074074074,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00100_QUOT,M_PRD_DEVR_DECI_NUIT_001,DECISIONNEL REFERENCIELS,M_DEVR_DECI_00100,REFERENTIELS_SASBI,M_DEVR_DECI_00101_P,Referentiels Magasins - DVR_DEC_SAS_DIM_MAG,COMPLETED,44599.8541666667,44599.8584490741,44599.8586342593,0.000185185184818693,0.000243055555555556,0,0
U_,devr-dwh-pr-01,M_DEVR_DECI_00100_QUOT,M_PRD_DEVR_DECI_NUIT_001,DECISIONNEL REFERENCIELS,M_DEVR_DECI_00100,REFERENTIELS_SASBI,M_DEVR_DECI_00100_F,Uproc fin referentiels_sasbi,COMPLETED,44599.8541666667,44599.8586458333,44599.8586574074,1.15740767796524E-05,1.15740740740741E-05,0,0
U_,devr-dwh-pr-01,M_DEVR_DECI_00260_QUOT,M_PRD_DEVR_DECI_NUIT_001,DECISIONNEL REFERENCIELS,M_DEVR_DECI_00260,REF CLIENTS SASBI ODS,M_DEVR_DECI_00260_D,Uproc debut REF CLIENTS SASBI ODS,COMPLETED,44599.8541666667,44599.8541782407,44599.8867476852,0.0325694444472902,,9999,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00260_QUOT,M_PRD_DEVR_DECI_NUIT_001,DECISIONNEL REFERENCIELS,M_DEVR_DECI_00260,REF CLIENTS SASBI ODS,M_DEVR_DECI_00104_P,Referentiels Clients - DVR_DEC_SAS_DIM_FID,COMPLETED,44599.8541666667,44599.8541898148,44599.8656365741,0.0114467592575238,0.0178472222222222,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00260_QUOT,M_PRD_DEVR_DECI_NUIT_001,DECISIONNEL REFERENCIELS,M_DEVR_DECI_00260,REF CLIENTS SASBI ODS,M_DEVR_DECI_00109_P,Referentiels Clients - DVR_DEC_ODS_DIM_FID,COMPLETED,44599.8541666667,44599.8656365741,44599.8867361111,0.021099537036207,0.0461921296296296,0,0
U_,devr-dwh-pr-01,M_DEVR_DECI_00260_QUOT,M_PRD_DEVR_DECI_NUIT_001,DECISIONNEL REFERENCIELS,M_DEVR_DECI_00260,REF CLIENTS SASBI ODS,M_DEVR_DECI_00260_F,Uproc fin REF CLIENTS SASBI ODS,COMPLETED,44599.8541666667,44599.8867476852,44599.8867476852,0,,0,0
U_,devr-dwh-pr-01,M_DEVR_DECI_00101_QUOT,M_PRD_DEVR_DECI_NUIT_001,DECISIONNEL REFERENCIELS,M_DEVR_DECI_00101,REFERENTIELS_ODS,M_DEVR_DECI_00101_D,Uproc debut referentiels_ods,COMPLETED,44599.8680555556,44599.8680555556,44599.8722685185,0.00421296296553919,0.0470486111111111,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00101_QUOT,M_PRD_DEVR_DECI_NUIT_001,DECISIONNEL REFERENCIELS,M_DEVR_DECI_00101,REFERENTIELS_ODS,M_DEVR_DECI_00105_P,Referentiels temps - DVR_DEC_ODS_DIM_TPS,COMPLETED,44599.8680555556,44599.8680671296,44599.8684143519,0.000347222223354038,0.000439814814814815,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00101_QUOT,M_PRD_DEVR_DECI_NUIT_001,DECISIONNEL REFERENCIELS,M_DEVR_DECI_00101,REFERENTIELS_ODS,M_DEVR_DECI_00108_P,Referentiels Fournisseurs - DVR_DEC_ODS_DIM_FRN,COMPLETED,44599.8680555556,44599.8684143519,44599.8686689815,0.000254629623668734,0.000358796296296296,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00101_QUOT,M_PRD_DEVR_DECI_NUIT_001,DECISIONNEL REFERENCIELS,M_DEVR_DECI_00101,REFERENTIELS_ODS,M_DEVR_DECI_00107_P,Referentiels Produits - DVR_DEC_ODS_DIM_PRO,COMPLETED,44599.8680555556,44599.8686805556,44599.8720486111,0.00336805555707542,0.00488425925925926,0,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00101_QUOT,M_PRD_DEVR_DECI_NUIT_001,DECISIONNEL REFERENCIELS,M_DEVR_DECI_00101,REFERENTIELS_ODS,M_DEVR_DECI_00106_P,Referentiels magasins - DVR_DEC_ODS_DIM_MAG,COMPLETED,44599.8680555556,44599.8720486111,44599.8722569444,0.00020833333110204,0.000821759259259259,0,0
U_,devr-dwh-pr-01,M_DEVR_DECI_00101_QUOT,M_PRD_DEVR_DECI_NUIT_001,DECISIONNEL REFERENCIELS,M_DEVR_DECI_00101,REFERENTIELS_ODS,M_DEVR_DECI_00101_F,Uproc fin referentiels_ods,COMPLETED,44599.8680555556,44599.8722569444,44599.8722685185,1.15740767796524E-05,0,0,0
U_,devr-dwh-pr-01,M_DEVR_DECI_00116_QUOT,M_PRD_DEVR_DECI_NUIT_011,DECISIONNEL TARIFS,M_DEVR_DECI_00116,TARIFS,M_DEVR_DECI_00121_D,Uproc debut Decisionnel Tarifs,COMPLETED,44599.9152777778,44599.9152777778,44599.9271064815,0.0118287037039408,0.014837962962963,9999,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00116_QUOT,M_PRD_DEVR_DECI_NUIT_011,DECISIONNEL TARIFS,M_DEVR_DECI_00116,TARIFS,M_DEVR_DECI_00166_P,Referentiel Tarifs - DVR_DEC_SAS_FAI_TRF,COMPLETED,44599.9152777778,44599.9152893519,44599.9181944444,0.00290509258775273,0.00414351851851852,9999,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00116_QUOT,M_PRD_DEVR_DECI_NUIT_011,DECISIONNEL TARIFS,M_DEVR_DECI_00116,TARIFS,M_DEVR_DECI_00167_P,Referentiel Tarifs - DVR_DEC_ODS_FAI_TRF,COMPLETED,44599.9152777778,44599.9182060185,44599.9270949074,0.00888888888584916,0.0106712962962963,9999,0
U_,devr-dwh-pr-01,M_DEVR_DECI_00116_QUOT,M_PRD_DEVR_DECI_NUIT_011,DECISIONNEL TARIFS,M_DEVR_DECI_00116,TARIFS,M_DEVR_DECI_00121_F,Uproc fin Decisionnel Tarifs,COMPLETED,44599.9152777778,44599.9271064815,44599.9271064815,0,0,0,0
U_,devr-dwh-pr-01,M_DEVR_DECI_00110_QUOT,M_PRD_DEVR_DECI_NUIT_006,DECISIONNEL INTEGRATION,M_DEVR_DECI_00110,INTEGRATION,M_DEVR_DECI_00110_D,Uproc debut integration,COMPLETED,44599.9159722222,44599.9159837963,44599.9175694444,0.00158564814773854,0.00158564814814815,9999,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00110_QUOT,M_PRD_DEVR_DECI_NUIT_006,DECISIONNEL INTEGRATION,M_DEVR_DECI_00110,INTEGRATION,M_DEVR_DECI_00130_P,Referentiels Faits Budgets - DVR_DEC_SAS_FAI_BUD,COMPLETED,44599.9159722222,44599.9159837963,44599.9171064815,0.00112268518569181,0.00107638888888889,9999,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00110_QUOT,M_PRD_DEVR_DECI_NUIT_006,DECISIONNEL INTEGRATION,M_DEVR_DECI_00110,INTEGRATION,M_DEVR_DECI_00131_P,Referentiels Faits Budgets - DVR_DEC_ODS_FAI_BUD,COMPLETED,44599.9159722222,44599.9171180556,44599.9175578704,0.000439814815763384,0.000486111111111111,9999,0
U_,devr-dwh-pr-01,M_DEVR_DECI_00110_QUOT,M_PRD_DEVR_DECI_NUIT_006,DECISIONNEL INTEGRATION,M_DEVR_DECI_00110,INTEGRATION,M_DEVR_DECI_00110_F,Uproc fin integration,COMPLETED,44599.9159722222,44599.9175694444,44599.9175694444,0,0,0,0
U_,devr-dwh-pr-01,M_DEVR_DECI_00106_QUOT,M_PRD_DEVR_DECI_NUIT_004,DECISIONNEL COMMANDE_RECEPTION,M_DEVR_DECI_00106,CDE_RECEPTION_SASBI,M_DEVR_DECI_00106_D,Uproc debut cde_reception sasbi,COMPLETED,44599.9166666667,44599.9166782407,44599.9233680556,0.00668981481430819,0.00748842592592593,9999,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00106_QUOT,M_PRD_DEVR_DECI_NUIT_004,DECISIONNEL COMMANDE_RECEPTION,M_DEVR_DECI_00106,CDE_RECEPTION_SASBI,M_DEVR_DECI_00118_P,Dimensions liees au faits COMMANDES - DVR_DEC_SAS_DIM_CDE,COMPLETED,44599.9166666667,44599.9166782407,44599.9167708333,9.25925924093463E-05,0.000231481481481481,9999,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00106_QUOT,M_PRD_DEVR_DECI_NUIT_004,DECISIONNEL COMMANDE_RECEPTION,M_DEVR_DECI_00106,CDE_RECEPTION_SASBI,M_DEVR_DECI_00120_P,Faits COMMANDES - DVR_DEC_SAS_FAI_CDE,COMPLETED,44599.9166666667,44599.9166782407,44599.9233564815,0.00667824073752854,0.00746527777777778,9999,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00106_QUOT,M_PRD_DEVR_DECI_NUIT_004,DECISIONNEL COMMANDE_RECEPTION,M_DEVR_DECI_00106,CDE_RECEPTION_SASBI,M_DEVR_DECI_00119_P,Dimensions liees au faits RECEPTIONS - DVR_DEC_SAS_DIM_RCP,COMPLETED,44599.9166666667,44599.9167708333,44599.9168055556,3.47222230629995E-05,6.94444444444444E-05,9999,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00106_QUOT,M_PRD_DEVR_DECI_NUIT_004,DECISIONNEL COMMANDE_RECEPTION,M_DEVR_DECI_00106,CDE_RECEPTION_SASBI,M_DEVR_DECI_00121_P,Faits RECEPTIONS - DVR_DEC_SAS_FAI_RCP,COMPLETED,44599.9166666667,44599.9166782407,44599.916724537,4.62962925666943E-05,0.000138888888888889,9999,0
U_,devr-dwh-pr-01,M_DEVR_DECI_00106_QUOT,M_PRD_DEVR_DECI_NUIT_004,DECISIONNEL COMMANDE_RECEPTION,M_DEVR_DECI_00106,CDE_RECEPTION_SASBI,M_DEVR_DECI_00106_F,Uproc fin cde_reception sasbi,COMPLETED,44599.9166666667,44599.9233680556,44599.9233680556,0,1.15740740740741E-05,0,0
U_,devr-dwh-pr-01,M_DEVR_DECI_00108_QUOT,M_PRD_DEVR_DECI_NUIT_005,DECISIONNEL IMPLANTATION,M_DEVR_DECI_00108,IMPLANTATION_SASBI,M_DEVR_DECI_00108_D,Uproc debut implantation sasbi,ABORTED,44599.91875,44599.9187615741,44599.9441666667,0.0254050925941556,0.022337962962963,9999,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00108_QUOT,M_PRD_DEVR_DECI_NUIT_005,DECISIONNEL IMPLANTATION,M_DEVR_DECI_00108,IMPLANTATION_SASBI,M_DEVR_DECI_00126_P,Dimensions liees au faits IMPLANTATION MAG - DVR_DEC_SAS_DIM_IMP,COMPLETED,44599.91875,44599.9187615741,44599.9188194444,5.78703693463467E-05,0.000138888888888889,9999,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00108_QUOT,M_PRD_DEVR_DECI_NUIT_005,DECISIONNEL IMPLANTATION,M_DEVR_DECI_00108,IMPLANTATION_SASBI,M_DEVR_DECI_00127_P,Faits IMPLANTATION MAG - DVR_DEC_SAS_FAI_IMP,COMPLETED,44599.91875,44599.9188194444,44599.9441550926,0.0253356481480296,0.0221643518518519,9999,0
U_,devr-dwh-pr-01,M_DEVR_DECI_00108_QUOT,M_PRD_DEVR_DECI_NUIT_005,DECISIONNEL IMPLANTATION,M_DEVR_DECI_00108,IMPLANTATION_SASBI,M_DEVR_DECI_00108_F,Uproc fin implantation sasbi,COMPLETED,44599.91875,44599.9441550926,44599.9441666667,1.15740767796524E-05,1.15740740740741E-05,0,0
U_,devr-dwh-pr-01,M_DEVR_DECI_00107_QUOT,M_PRD_DEVR_DECI_NUIT_004,DECISIONNEL COMMANDE_RECEPTION,M_DEVR_DECI_00107,CDE_RECEPTION_ODS,M_DEVR_DECI_00107_D,Uproc debut cde_reception ods,EXECUTED,44599.9201388889,44599.9233680556,44599.924849537,0.00148148147854954,0.00131944444444444,9999,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00107_QUOT,M_PRD_DEVR_DECI_NUIT_004,DECISIONNEL COMMANDE_RECEPTION,M_DEVR_DECI_00107,CDE_RECEPTION_ODS,M_DEVR_DECI_00122_P,Dimensions liees au faits COMMANDES - DVR_DEC_ODS_DIM_CDE,COMPLETED,44599.9201388889,44599.9233796296,44599.9234375,5.78703693463467E-05,0.000138888888888889,9999,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00107_QUOT,M_PRD_DEVR_DECI_NUIT_004,DECISIONNEL COMMANDE_RECEPTION,M_DEVR_DECI_00107,CDE_RECEPTION_ODS,M_DEVR_DECI_00123_P,Dimensions liees au faits RECEPTION - DVR_DEC_ODS_DIM_RCP,COMPLETED,44599.9201388889,44599.9233796296,44599.9234027778,2.31481462833472E-05,6.94444444444444E-05,9999,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00107_QUOT,M_PRD_DEVR_DECI_NUIT_004,DECISIONNEL COMMANDE_RECEPTION,M_DEVR_DECI_00107,CDE_RECEPTION_ODS,M_DEVR_DECI_00124_P,Faits COMMANDES - DVR_DEC_ODS_FAI_CDE,COMPLETED,44599.9201388889,44599.9234375,44599.9248032407,0.00136574073985685,0.00107638888888889,9999,0
DECI,devr-dwh-pr-01,M_DEVR_DECI_00107_QUOT,M_PRD_DEVR_DECI_NUIT_004,DECISIONNEL COMMANDE_RECEPTION,M_DEVR_DECI_00107,CDE_RECEPTION_ODS,M_DEVR_DECI_00125_P,Faits RECEPTION - DVR_DEC_ODS_FAI_RCP,COMPLETED,44599.9201388889,44599.9248032407,44599.924837963,3.47222230629995E-05,6.94444444444444E-05,9999,0
U_,devr-dwh-pr-01,M_DEVR_DECI_00107_QUOT,M_PRD_DEVR_DECI_NUIT_004,DECISIONNEL COMMANDE_RECEPTION,M_DEVR_DECI_00107,CDE_RECEPTION_ODS,M_DEVR_DECI_00107_F,Uproc fin cde_reception ods,COMPLETED,44599.9201388889,44599.924837963,44599.924849537,1.15740695036948E-05,0,0,0
U_,devr-dwh-pr-01,M_DEVR_DECI_00102_QUOT,M_PRD_DEVR_DECI_NUIT_002,DECISIONNEL VENTES,M_DEVR_DECI_00102,VENTES_SASBI,M_DEVR_DECI_00102_D,Uproc debut ventes_sasbi,COMPLETED,44599.9166666667,44599.9319675926,44599.9486111111,0.0166435185165028,0.016724537037037,9999,0
